split,row_start,col_start,intersecting_tells,labelled_tells,partial_unlabelled_tells,hidden_positive_tile,saved_to_dataset
test,7680,7738,4,2,2,False,True
test,7680,8122,3,3,0,False,True
test,7680,8506,1,1,0,False,True
test,7680,8890,1,1,0,False,True
test,7680,9274,4,3,1,False,True
test,7680,9658,5,4,1,False,True
test,7680,10042,3,2,1,False,True
test,7680,10426,1,1,0,False,True
test,7680,10470,1,1,0,False,True
test,8064,7354,2,2,0,False,True
test,8064,7738,2,2,0,False,True
test,8064,8122,2,2,0,False,True
test,8064,8506,1,1,0,False,True
test,8064,8890,2,2,0,False,True
test,8064,9274,4,4,0,False,True
test,8064,9658,1,1,0,False,True
test,8064,10042,2,2,0,False,True
test,8064,10426,1,1,0,False,True
test,8064,10470,1,1,0,False,True
test,8448,7354,1,1,0,False,True
test,8448,7738,3,2,1,False,True
test,8448,8122,6,4,2,False,True
test,8448,8506,3,3,0,False,True
test,8448,8890,1,0,1,True,False
test,8448,9274,0,0,0,False,True
test,8448,9658,2,2,0,False,True
test,8448,10042,1,1,0,False,True
test,8448,10426,0,0,0,False,True
test,8448,10470,0,0,0,False,True
test,8832,7354,0,0,0,False,True
test,8832,7738,4,4,0,False,True
test,8832,8122,3,1,2,False,True
test,8832,8506,3,3,0,False,True
test,8832,8890,3,2,1,False,True
test,8832,9274,3,1,2,False,True
test,8832,9658,5,3,2,False,True
test,8832,10042,5,4,1,False,True
test,8832,10426,3,2,1,False,True
test,8832,10470,3,2,1,False,True
test,9216,7354,3,3,0,False,True
test,9216,7738,4,4,0,False,True
test,9216,8122,3,3,0,False,True
test,9216,8506,2,0,2,True,False
test,9216,8890,2,2,0,False,True
test,9216,9274,4,3,1,False,True
test,9216,9658,9,9,0,False,True
test,9216,10042,7,5,2,False,True
test,9216,10426,2,2,0,False,True
test,9216,10470,2,2,0,False,True
test,9600,7354,4,3,1,False,True
test,9600,7738,3,3,0,False,True
test,9600,8122,5,5,0,False,True
test,9600,8506,2,1,1,False,True
test,9600,8890,1,1,0,False,True
test,9600,9274,1,0,1,True,False
test,9600,9658,2,2,0,False,True
test,9600,10042,1,1,0,False,True
test,9600,10426,5,5,0,False,True
test,9600,10470,5,5,0,False,True
test,9984,7354,4,4,0,False,True
test,9984,7738,4,4,0,False,True
test,9984,8122,5,5,0,False,True
test,9984,8506,2,2,0,False,True
test,9984,8890,4,4,0,False,True
test,9984,9274,2,2,0,False,True
test,9984,9658,1,1,0,False,True
test,9984,10042,1,1,0,False,True
test,9984,10426,4,4,0,False,True
test,9984,10470,4,4,0,False,True
test,10368,7354,6,6,0,False,True
test,10368,7738,3,3,0,False,True
test,10368,8122,4,3,1,False,True
test,10368,8506,2,2,0,False,True
test,10368,8890,5,5,0,False,True
test,10368,9274,3,2,1,False,True
test,10368,9658,1,0,1,True,False
test,10368,10042,0,0,0,False,True
test,10368,10426,1,1,0,False,True
test,10368,10470,2,2,0,False,True
test,10468,7354,6,6,0,False,True
test,10468,7738,3,2,1,False,True
test,10468,8122,3,2,1,False,True
test,10468,8506,0,0,0,False,True
test,10468,8890,3,3,0,False,True
test,10468,9274,2,2,0,False,True
test,10468,9658,2,1,1,False,True
test,10468,10042,0,0,0,False,True
test,10468,10426,1,1,0,False,True
test,10468,10470,2,2,0,False,True
